Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 6.53, 7.02, 7.59, 24.45, 35.97, 7.02
SLIDELL, 168539, Saint Tammany Parish, 4.69, 5.14, 7.42, 28.08, 48.57, 5.14
SALT POINT, 12968, Saint Mary Parish, 6.08, 6.18, 9.03, 20.40, 31.17, 6.18
FRANKLIN 3 NW, 163313, Saint Mary Parish, 8.17, 8.50, 11.15, 36.37, 50.83, 8.50
HACKBERRY 8 SSW, 163979, Cameron Parish, 1.60, 2.57, 6.04, 15.72, 15.72, 2.57
NAPOLEONVILLE, 166561, Assumption Parish, 5.61, 6.44, 8.09, 26.48, 45.76, 6.44
JEANERETTE 5 NW, 164674, Iberia Parish, 6.96, 7.31, 10.57, 28.22, 44.74, 7.31
ABBEVILLE, 160007, Vermilion Parish, 6.14, 6.46, 7.95, 30.43, 41.70, 6.46
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 7.45, 7.86, 11.05, 28.27, 38.57, 7.86
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 8.97, 8.97, 12.17, 31.03, 46.66, 8.97
BEAVER FIRE TOWER, 160617, Evangeline Parish, 10.92, 11.31, 16.55, 33.75, 52.84, 11.31
BUNKIE, 161287, Avoyelles Parish, 5.32, 5.66, 7.25, 30.32, 51.63, 5.66
MARKSVILLE, 165920, Avoyelles Parish, 8.60, 8.98, 9.66, 24.94, 46.74, 8.98
LEESVILLE, 165266, Vernon Parish, 6.73, 8.09, 13.18, 23.55, 42.15, 8.09
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 6.44, 7.44, 9.05, 27.66, 50.16, 7.44
BOYCE 3 WNW, 161232, Rapides Parish, 5.19, 5.58, 10.14, 25.47, 50.31, 5.58
PEASON RIDGE RANGE, 03949, Sabine Parish, 6.26, 7.37, 9.53, 18.07, 37.90, 7.37
JONESVILLE LOCKS, 164739, Catahoula Parish, 6.57, 7.00, 7.49, 29.10, 52.05, 7.00
BLANCHARD, 160861, Caddo Parish, 6.12, 6.60, 10.11, 19.74, 41.74, 6.60
HOUMA 4.4 NNW, LATR0015, Terrebonne Parish, M, M, M, 1.28, 1.28, M
